"","Report 1","...4","...5","Total_Reading","DateTime"
"52","1","3","3",1595.229,2024-01-03 03:00:00
"53","1","3","4",1583.071,2024-01-03 04:00:00
"54","1","3","5",1583.494,2024-01-03 05:00:00
"55","1","3","6",1580.06,2024-01-03 06:00:00
"56","1","3","7",1524.455,2024-01-03 07:00:00
"57","1","3","8",1456.703,2024-01-03 08:00:00
"58","1","3","9",1423.515,2024-01-03 09:00:00
"59","1","3","10",1504.925,2024-01-03 10:00:00
"60","1","3","11",1623.543,2024-01-03 11:00:00
"61","1","3","12",1717.296,2024-01-03 12:00:00
"62","1","3","13",1623.516,2024-01-03 13:00:00
"63","1","3","14",1359.668,2024-01-03 14:00:00
"64","1","3","15",1297.112,2024-01-03 15:00:00
"65","1","3","16",1314,2024-01-03 16:00:00
"66","1","3","17",1402.23,2024-01-03 17:00:00
"67","1","3","18",1376.266,2024-01-03 18:00:00
"68","1","3","19",1332.944,2024-01-03 19:00:00
"69","1","3","20",1270.9,2024-01-03 20:00:00
"70","1","3","21",1240.41,2024-01-03 21:00:00
"71","1","3","22",1197.463,2024-01-03 22:00:00
"72","1","3","23",1146.126,2024-01-03 23:00:00
"73","1","4","0",1106.405,2024-01-04 00:00:00
"74","1","4","1",1004.151,2024-01-04 01:00:00
"75","1","4","2",1019.236,2024-01-04 02:00:00
"76","1","4","3",969.874,2024-01-04 03:00:00
"77","1","4","4",1088.793,2024-01-04 04:00:00
"78","1","4","5",1024.561,2024-01-04 05:00:00
"79","1","4","6",1073.856,2024-01-04 06:00:00
"80","1","4","7",971.942,2024-01-04 07:00:00
"81","1","4","8",773.593,2024-01-04 08:00:00
"82","1","4","9",593.285,2024-01-04 09:00:00
"83","1","4","10",564.297,2024-01-04 10:00:00
"84","1","4","11",682.857,2024-01-04 11:00:00
"85","1","4","12",1310.832,2024-01-04 12:00:00
"86","1","4","13",1606.883,2024-01-04 13:00:00
"87","1","4","14",712.703,2024-01-04 14:00:00
"88","1","4","15",184.881,2024-01-04 15:00:00
"89","1","4","16",193.314,2024-01-04 16:00:00
"90","1","4","17",287.488,2024-01-04 17:00:00
"91","1","4","18",227.452,2024-01-04 18:00:00
"92","1","4","19",154.63,2024-01-04 19:00:00
"93","1","4","20",127.825,2024-01-04 20:00:00
"94","1","4","21",113.39,2024-01-04 21:00:00
"95","1","4","22",105.66,2024-01-04 22:00:00
"96","1","4","23",94.683,2024-01-04 23:00:00
"97","1","5","0",79.083,2024-01-05 00:00:00
"98","1","5","1",87.55,2024-01-05 01:00:00
"99","1","5","2",92.035,2024-01-05 02:00:00
"100","1","5","3",100.334,2024-01-05 03:00:00
"101","1","5","4",106.582,2024-01-05 04:00:00
"102","1","5","5",130.813,2024-01-05 05:00:00
"103","1","5","6",232.559,2024-01-05 06:00:00
"104","1","5","7",185.861,2024-01-05 07:00:00
"105","1","5","8",189.787,2024-01-05 08:00:00
"106","1","5","9",265.53,2024-01-05 09:00:00
"107","1","5","10",872.279,2024-01-05 10:00:00
"108","1","5","11",1853.602,2024-01-05 11:00:00
"109","1","5","12",1888.445,2024-01-05 12:00:00
"110","1","5","13",1403.246,2024-01-05 13:00:00
"111","1","5","14",557.366,2024-01-05 14:00:00
"112","1","5","15",313.203,2024-01-05 15:00:00
"113","1","5","16",355.77,2024-01-05 16:00:00
"114","1","5","17",506.381,2024-01-05 17:00:00
"115","1","5","18",413.061,2024-01-05 18:00:00
"116","1","5","19",371.141,2024-01-05 19:00:00
"117","1","5","20",340.526,2024-01-05 20:00:00
"118","1","5","21",309.128,2024-01-05 21:00:00
"119","1","5","22",323.807,2024-01-05 22:00:00
"120","1","5","23",388.937,2024-01-05 23:00:00
"121","1","6","0",347.082,2024-01-06 00:00:00
"122","1","6","1",378.148,2024-01-06 01:00:00
"123","1","6","2",441.791,2024-01-06 02:00:00
"124","1","6","3",478.254,2024-01-06 03:00:00
"125","1","6","4",479.707,2024-01-06 04:00:00
"126","1","6","5",535.596,2024-01-06 05:00:00
"127","1","6","6",562.945,2024-01-06 06:00:00
"128","1","6","7",518.985,2024-01-06 07:00:00
"129","1","6","8",482.379,2024-01-06 08:00:00
"130","1","6","9",579.149,2024-01-06 09:00:00
"131","1","6","10",798.841,2024-01-06 10:00:00
"132","1","6","11",1169.698,2024-01-06 11:00:00
"133","1","6","12",1850.129,2024-01-06 12:00:00
"134","1","6","13",1742.808,2024-01-06 13:00:00
"135","1","6","14",875.609,2024-01-06 14:00:00
"136","1","6","15",312.114,2024-01-06 15:00:00
"137","1","6","16",348.86,2024-01-06 16:00:00
"138","1","6","17",445.007,2024-01-06 17:00:00
"139","1","6","18",425.998,2024-01-06 18:00:00
"140","1","6","19",317.678,2024-01-06 19:00:00
"141","1","6","20",269.026,2024-01-06 20:00:00
"142","1","6","21",263.99,2024-01-06 21:00:00
"143","1","6","22",278.252,2024-01-06 22:00:00
"144","1","6","23",210.904,2024-01-06 23:00:00
"145","1","7","0",194.291,2024-01-07 00:00:00
"146","1","7","1",174.98,2024-01-07 01:00:00
"147","1","7","2",162.127,2024-01-07 02:00:00
"148","1","7","3",157.822,2024-01-07 03:00:00
"149","1","7","4",141.973,2024-01-07 04:00:00
"150","1","7","5",145.674,2024-01-07 05:00:00
"151","1","7","6",170.443,2024-01-07 06:00:00
"152","1","7","7",202.089,2024-01-07 07:00:00
"153","1","7","8",166.029,2024-01-07 08:00:00
"154","1","7","9",491.592,2024-01-07 09:00:00
"155","1","7","10",1587.334,2024-01-07 10:00:00
"156","1","7","11",2600.878,2024-01-07 11:00:00
"157","1","7","12",2349.019,2024-01-07 12:00:00
"158","1","7","13",1670.797,2024-01-07 13:00:00
"159","1","7","14",844.2,2024-01-07 14:00:00
"160","1","7","15",277.787,2024-01-07 15:00:00
"161","1","7","16",229.337,2024-01-07 16:00:00
"162","1","7","17",465.307,2024-01-07 17:00:00
"163","1","7","18",538.744,2024-01-07 18:00:00
"164","1","7","19",500.71,2024-01-07 19:00:00
"165","1","7","20",406.08,2024-01-07 20:00:00
"166","1","7","21",315.002,2024-01-07 21:00:00
"167","1","7","22",290.483,2024-01-07 22:00:00
"168","1","7","23",318.623,2024-01-07 23:00:00
"169","1","8","0",315.68,2024-01-08 00:00:00
"170","1","8","1",485.124,2024-01-08 01:00:00
"171","1","8","2",512.82,2024-01-08 02:00:00
"172","1","8","3",384.416,2024-01-08 03:00:00
"173","1","8","4",288.81,2024-01-08 04:00:00
"174","1","8","5",373.174,2024-01-08 05:00:00
"175","1","8","6",274.636,2024-01-08 06:00:00
"176","1","8","7",219.211,2024-01-08 07:00:00
"177","1","8","8",221.591,2024-01-08 08:00:00
"178","1","8","9",993.62,2024-01-08 09:00:00
"179","1","8","10",4076.23,2024-01-08 10:00:00
"180","1","8","11",7614.946,2024-01-08 11:00:00
"181","1","8","12",10216.574,2024-01-08 12:00:00
"182","1","8","13",9984.699,2024-01-08 13:00:00
"183","1","8","14",5345.6,2024-01-08 14:00:00
"184","1","8","15",855.108,2024-01-08 15:00:00
"185","1","8","16",174.337,2024-01-08 16:00:00
"186","1","8","17",292.338,2024-01-08 17:00:00
"187","1","8","18",239.001,2024-01-08 18:00:00
"188","1","8","19",169.385,2024-01-08 19:00:00
"189","1","8","20",108.785,2024-01-08 20:00:00
"190","1","8","21",95.755,2024-01-08 21:00:00
"191","1","8","22",86.826,2024-01-08 22:00:00
"192","1","8","23",85.55,2024-01-08 23:00:00
"193","1","9","0",78.026,2024-01-09 00:00:00
"194","1","9","1",72.408,2024-01-09 01:00:00
"195","1","9","2",69.443,2024-01-09 02:00:00
"196","1","9","3",64.387,2024-01-09 03:00:00
"197","1","9","4",68.594,2024-01-09 04:00:00
"198","1","9","5",88.671,2024-01-09 05:00:00
"199","1","9","6",128.152,2024-01-09 06:00:00
"200","1","9","7",109.663,2024-01-09 07:00:00
"201","1","9","8",92.655,2024-01-09 08:00:00
"202","1","9","9",188.267,2024-01-09 09:00:00
"203","1","9","10",498.386,2024-01-09 10:00:00
"204","1","9","11",961.483,2024-01-09 11:00:00
"205","1","9","12",1850.999,2024-01-09 12:00:00
"206","1","9","13",1990.547,2024-01-09 13:00:00
"207","1","9","14",917.584,2024-01-09 14:00:00
"208","1","9","15",208.304,2024-01-09 15:00:00
"209","1","9","16",120.005,2024-01-09 16:00:00
"210","1","9","17",239.958,2024-01-09 17:00:00
"211","1","9","18",204.784,2024-01-09 18:00:00
"212","1","9","19",144.924,2024-01-09 19:00:00
"213","1","9","20",100.396,2024-01-09 20:00:00
"214","1","9","21",87.993,2024-01-09 21:00:00
"215","1","9","22",69.718,2024-01-09 22:00:00
"216","1","9","23",59.993,2024-01-09 23:00:00
"217","1","10","0",74.454,2024-01-10 00:00:00
"218","1","10","1",54.304,2024-01-10 01:00:00
"219","1","10","2",55.362,2024-01-10 02:00:00
"220","1","10","3",61.843,2024-01-10 03:00:00
"221","1","10","4",66.509,2024-01-10 04:00:00
"222","1","10","5",76.193,2024-01-10 05:00:00
"223","1","10","6",121.462,2024-01-10 06:00:00
"224","1","10","7",115.544,2024-01-10 07:00:00
"225","1","10","8",90.83,2024-01-10 08:00:00
"226","1","10","9",108.678,2024-01-10 09:00:00
"227","1","10","10",196.89,2024-01-10 10:00:00
"228","1","10","11",332.449,2024-01-10 11:00:00
"229","1","10","12",417.025,2024-01-10 12:00:00
"230","1","10","13",360.398,2024-01-10 13:00:00
"231","1","10","14",207.364,2024-01-10 14:00:00
"232","1","10","15",105.414,2024-01-10 15:00:00
"233","1","10","16",116.636,2024-01-10 16:00:00
"234","1","10","17",247.116,2024-01-10 17:00:00
"235","1","10","18",212.523,2024-01-10 18:00:00
"236","1","10","19",153.411,2024-01-10 19:00:00
"237","1","10","20",121.065,2024-01-10 20:00:00
"238","1","10","21",107.751,2024-01-10 21:00:00
"239","1","10","22",86.657,2024-01-10 22:00:00
"240","1","10","23",94.897,2024-01-10 23:00:00
"241","1","11","0",124.329,2024-01-11 00:00:00
"242","1","11","1",141.278,2024-01-11 01:00:00
"243","1","11","2",182.021,2024-01-11 02:00:00
"244","1","11","3",233.386,2024-01-11 03:00:00
"245","1","11","4",281.788,2024-01-11 04:00:00
"246","1","11","5",272.797,2024-01-11 05:00:00
"247","1","11","6",218.49,2024-01-11 06:00:00
"248","1","11","7",212.87,2024-01-11 07:00:00
"249","1","11","8",180.983,2024-01-11 08:00:00
"250","1","11","9",958.04,2024-01-11 09:00:00
"251","1","11","10",5983.307,2024-01-11 10:00:00
"252","1","11","11",14344.881,2024-01-11 11:00:00
"253","1","11","12",19251.655,2024-01-11 12:00:00
"254","1","11","13",19219.955,2024-01-11 13:00:00
"255","1","11","14",10299.033,2024-01-11 14:00:00
"256","1","11","15",2023.695,2024-01-11 15:00:00
"257","1","11","16",296.184,2024-01-11 16:00:00
"258","1","11","17",360.618,2024-01-11 17:00:00
"259","1","11","18",282.66,2024-01-11 18:00:00
"260","1","11","19",254.492,2024-01-11 19:00:00
"261","1","11","20",147.364,2024-01-11 20:00:00
"262","1","11","21",94.976,2024-01-11 21:00:00
"263","1","11","22",72.867,2024-01-11 22:00:00
"264","1","11","23",63.802,2024-01-11 23:00:00
"265","1","12","0",69.532,2024-01-12 00:00:00
"266","1","12","1",59.297,2024-01-12 01:00:00
"267","1","12","2",51.783,2024-01-12 02:00:00
"268","1","12","3",62.807,2024-01-12 03:00:00
"269","1","12","4",68.951,2024-01-12 04:00:00
"270","1","12","5",102.251,2024-01-12 05:00:00
"271","1","12","6",154.903,2024-01-12 06:00:00
"272","1","12","7",151.304,2024-01-12 07:00:00
"273","1","12","8",156.9,2024-01-12 08:00:00
"274","1","12","9",3044.562,2024-01-12 09:00:00
"275","1","12","10",6209.006,2024-01-12 10:00:00
"276","1","12","11",4135.77,2024-01-12 11:00:00
"277","1","12","12",2180.781,2024-01-12 12:00:00
"278","1","12","13",1384.781,2024-01-12 13:00:00
"279","1","12","14",553.241,2024-01-12 14:00:00
"280","1","12","15",177.426,2024-01-12 15:00:00
"281","1","12","16",162.444,2024-01-12 16:00:00
"282","1","12","17",277.045,2024-01-12 17:00:00
"283","1","12","18",231.089,2024-01-12 18:00:00
"284","1","12","19",165.916,2024-01-12 19:00:00
"285","1","12","20",126.216,2024-01-12 20:00:00
"286","1","12","21",121.984,2024-01-12 21:00:00
"287","1","12","22",126.01,2024-01-12 22:00:00
"288","1","12","23",137.514,2024-01-12 23:00:00
"289","1","13","0",169.672,2024-01-13 00:00:00
"290","1","13","1",236.705,2024-01-13 01:00:00
"291","1","13","2",240.785,2024-01-13 02:00:00
"292","1","13","3",244.534,2024-01-13 03:00:00
"293","1","13","4",350.612,2024-01-13 04:00:00
"294","1","13","5",378.656,2024-01-13 05:00:00
"295","1","13","6",605.426,2024-01-13 06:00:00
"296","1","13","7",638.577,2024-01-13 07:00:00
"297","1","13","8",704.147,2024-01-13 08:00:00
"298","1","13","9",885.794,2024-01-13 09:00:00
"299","1","13","10",1421.894,2024-01-13 10:00:00
"300","1","13","11",2156.539,2024-01-13 11:00:00
"301","1","13","12",2995.782,2024-01-13 12:00:00
"302","1","13","13",5473.462,2024-01-13 13:00:00
"303","1","13","14",4126.868,2024-01-13 14:00:00
"304","1","13","15",1571.467,2024-01-13 15:00:00
"305","1","13","16",1147.804,2024-01-13 16:00:00
"306","1","13","17",1164.201,2024-01-13 17:00:00
"307","1","13","18",1126.089,2024-01-13 18:00:00
"308","1","13","19",1122.886,2024-01-13 19:00:00
"309","1","13","20",1025.335,2024-01-13 20:00:00
"310","1","13","21",1013.476,2024-01-13 21:00:00
"311","1","13","22",985.298,2024-01-13 22:00:00
"312","1","13","23",860.514,2024-01-13 23:00:00
"313","1","14","0",782.231,2024-01-14 00:00:00
"314","1","14","1",725.126,2024-01-14 01:00:00
"315","1","14","2",541.01,2024-01-14 02:00:00
"316","1","14","3",416.947,2024-01-14 03:00:00
"317","1","14","4",347.11,2024-01-14 04:00:00
"318","1","14","5",390.325,2024-01-14 05:00:00
"319","1","14","6",421.659,2024-01-14 06:00:00
"320","1","14","7",404.606,2024-01-14 07:00:00
"321","1","14","8",444.71,2024-01-14 08:00:00
"322","1","14","9",2508.213,2024-01-14 09:00:00
"323","1","14","10",6779.71,2024-01-14 10:00:00
"324","1","14","11",9394.632,2024-01-14 11:00:00
"325","1","14","12",5370.83,2024-01-14 12:00:00
"326","1","14","13",3004.457,2024-01-14 13:00:00
"327","1","14","14",2947.638,2024-01-14 14:00:00
"328","1","14","15",1115.065,2024-01-14 15:00:00
"329","1","14","16",655.664,2024-01-14 16:00:00
"330","1","14","17",826.354,2024-01-14 17:00:00
"331","1","14","18",849.157,2024-01-14 18:00:00
"332","1","14","19",762.279,2024-01-14 19:00:00
"333","1","14","20",793.274,2024-01-14 20:00:00
"334","1","14","21",690.522,2024-01-14 21:00:00
"335","1","14","22",707.322,2024-01-14 22:00:00
"336","1","14","23",707.302,2024-01-14 23:00:00
"337","1","15","0",810.483,2024-01-15 00:00:00
"338","1","15","1",810.316,2024-01-15 01:00:00
"339","1","15","2",810.412,2024-01-15 02:00:00
"340","1","15","3",1104.616,2024-01-15 03:00:00
"341","1","15","4",1078.183,2024-01-15 04:00:00
"342","1","15","5",1288.463,2024-01-15 05:00:00
"343","1","15","6",1398.077,2024-01-15 06:00:00
"344","1","15","7",1482.976,2024-01-15 07:00:00
"345","1","15","8",1425.866,2024-01-15 08:00:00
"346","1","15","9",1463.008,2024-01-15 09:00:00
"347","1","15","10",1740.583,2024-01-15 10:00:00
"348","1","15","11",2022.543,2024-01-15 11:00:00
"349","1","15","12",2316.997,2024-01-15 12:00:00
"350","1","15","13",2325.748,2024-01-15 13:00:00
"351","1","15","14",2287.79,2024-01-15 14:00:00
"352","1","15","15",925.544,2024-01-15 15:00:00
"353","1","15","16",588.727,2024-01-15 16:00:00
"354","1","15","17",706.751,2024-01-15 17:00:00
"355","1","15","18",529.75,2024-01-15 18:00:00
"356","1","15","19",311.803,2024-01-15 19:00:00
"357","1","15","20",144.18,2024-01-15 20:00:00
"358","1","15","21",104.758,2024-01-15 21:00:00
"359","1","15","22",72.254,2024-01-15 22:00:00
"360","1","15","23",76.823,2024-01-15 23:00:00
"361","1","16","0",94.178,2024-01-16 00:00:00
"362","1","16","1",92.042,2024-01-16 01:00:00
"363","1","16","2",79.316,2024-01-16 02:00:00
"364","1","16","3",80.071,2024-01-16 03:00:00
"365","1","16","4",83.706,2024-01-16 04:00:00
"366","1","16","5",101.591,2024-01-16 05:00:00
"367","1","16","6",152.598,2024-01-16 06:00:00
"368","1","16","7",130.739,2024-01-16 07:00:00
"369","1","16","8",172.713,2024-01-16 08:00:00
"370","1","16","9",1605.337,2024-01-16 09:00:00
"371","1","16","10",5067.357,2024-01-16 10:00:00
"372","1","16","11",7754.404,2024-01-16 11:00:00
"373","1","16","12",10786.865,2024-01-16 12:00:00
"374","1","16","13",11234.744,2024-01-16 13:00:00
"375","1","16","14",5531.018,2024-01-16 14:00:00
"376","1","16","15",867.866,2024-01-16 15:00:00
"377","1","16","16",275.843,2024-01-16 16:00:00
"378","1","16","17",406.308,2024-01-16 17:00:00
"379","1","16","18",411.033,2024-01-16 18:00:00
"380","1","16","19",422.975,2024-01-16 19:00:00
"381","1","16","20",402.889,2024-01-16 20:00:00
"382","1","16","21",489.286,2024-01-16 21:00:00
"383","1","16","22",598.85,2024-01-16 22:00:00
"384","1","16","23",686.14,2024-01-16 23:00:00
"385","1","17","0",725.054,2024-01-17 00:00:00
"386","1","17","1",777.227,2024-01-17 01:00:00
"387","1","17","2",926.712,2024-01-17 02:00:00
"388","1","17","3",1052.021,2024-01-17 03:00:00
"389","1","17","4",1278.885,2024-01-17 04:00:00
"390","1","17","5",1391.865,2024-01-17 05:00:00
"391","1","17","6",1504.172,2024-01-17 06:00:00
"392","1","17","7",1497.151,2024-01-17 07:00:00
"393","1","17","8",1385.962,2024-01-17 08:00:00
"394","1","17","9",1182.076,2024-01-17 09:00:00
"395","1","17","10",1307.521,2024-01-17 10:00:00
"396","1","17","11",2069.997,2024-01-17 11:00:00
"397","1","17","12",2315.301,2024-01-17 12:00:00
"398","1","17","13",1709.36,2024-01-17 13:00:00
"399","1","17","14",1281.922,2024-01-17 14:00:00
"400","1","17","15",441.096,2024-01-17 15:00:00
"401","1","17","16",190.191,2024-01-17 16:00:00
"402","1","17","17",298.547,2024-01-17 17:00:00
"403","1","17","18",231.107,2024-01-17 18:00:00
"404","1","17","19",167.066,2024-01-17 19:00:00
"405","1","17","20",143.666,2024-01-17 20:00:00
"406","1","17","21",129.559,2024-01-17 21:00:00
"407","1","17","22",115.163,2024-01-17 22:00:00
"408","1","17","23",107.033,2024-01-17 23:00:00
"409","1","18","0",116.83,2024-01-18 00:00:00
"410","1","18","1",102.388,2024-01-18 01:00:00
"411","1","18","2",117.384,2024-01-18 02:00:00
"412","1","18","3",91.512,2024-01-18 03:00:00
"413","1","18","4",96.634,2024-01-18 04:00:00
"414","1","18","5",186.476,2024-01-18 05:00:00
"415","1","18","6",255.391,2024-01-18 06:00:00
"416","1","18","7",183.861,2024-01-18 07:00:00
"417","1","18","8",232.362,2024-01-18 08:00:00
"418","1","18","9",1489.161,2024-01-18 09:00:00
"419","1","18","10",7309.573,2024-01-18 10:00:00
"420","1","18","11",19355.385,2024-01-18 11:00:00
"421","1","18","12",27049.681,2024-01-18 12:00:00
"422","1","18","13",27148.814,2024-01-18 13:00:00
"423","1","18","14",17912.079,2024-01-18 14:00:00
"424","1","18","15",4378.284,2024-01-18 15:00:00
"425","1","18","16",294.559,2024-01-18 16:00:00
"426","1","18","17",541.594,2024-01-18 17:00:00
"427","1","18","18",599.284,2024-01-18 18:00:00
"428","1","18","19",510.597,2024-01-18 19:00:00
"429","1","18","20",467.171,2024-01-18 20:00:00
"430","1","18","21",552.573,2024-01-18 21:00:00
"431","1","18","22",596.895,2024-01-18 22:00:00
"432","1","18","23",702.846,2024-01-18 23:00:00
"433","1","19","0",689.749,2024-01-19 00:00:00
"434","1","19","1",786.018,2024-01-19 01:00:00
"435","1","19","2",937.059,2024-01-19 02:00:00
"436","1","19","3",1041.801,2024-01-19 03:00:00
"437","1","19","4",888.077,2024-01-19 04:00:00
"438","1","19","5",644.37,2024-01-19 05:00:00
"439","1","19","6",864.638,2024-01-19 06:00:00
"440","1","19","7",1020.143,2024-01-19 07:00:00
"441","1","19","8",828.831,2024-01-19 08:00:00
"442","1","19","9",4105.626,2024-01-19 09:00:00
"443","1","19","10",13333.302,2024-01-19 10:00:00
"444","1","19","11",20919.964,2024-01-19 11:00:00
"445","1","19","12",12664.752,2024-01-19 12:00:00
"446","1","19","13",9278.384,2024-01-19 13:00:00
"447","1","19","14",2738.155,2024-01-19 14:00:00
"448","1","19","15",819.297,2024-01-19 15:00:00
"449","1","19","16",551.526,2024-01-19 16:00:00
"450","1","19","17",647.145,2024-01-19 17:00:00
"451","1","19","18",693.479,2024-01-19 18:00:00
"452","1","19","19",773.051,2024-01-19 19:00:00
"453","1","19","20",724.898,2024-01-19 20:00:00
"454","1","19","21",855.24,2024-01-19 21:00:00
"455","1","19","22",1098.762,2024-01-19 22:00:00
"456","1","19","23",1223.879,2024-01-19 23:00:00
"457","1","20","0",1376.441,2024-01-20 00:00:00
"458","1","20","1",1356.032,2024-01-20 01:00:00
"459","1","20","2",1342.439,2024-01-20 02:00:00
"460","1","20","3",1457.495,2024-01-20 03:00:00
"461","1","20","4",1492.68,2024-01-20 04:00:00
"462","1","20","5",1516.691,2024-01-20 05:00:00
"463","1","20","6",1620.058,2024-01-20 06:00:00
"464","1","20","7",1558.045,2024-01-20 07:00:00
"465","1","20","8",1388.294,2024-01-20 08:00:00
"466","1","20","9",1239.496,2024-01-20 09:00:00
"467","1","20","10",1333.731,2024-01-20 10:00:00
"468","1","20","11",1507.971,2024-01-20 11:00:00
"469","1","20","12",1306.699,2024-01-20 12:00:00
"470","1","20","13",1299.63,2024-01-20 13:00:00
"471","1","20","14",645.673,2024-01-20 14:00:00
"472","1","20","15",340.282,2024-01-20 15:00:00
"473","1","20","16",237.078,2024-01-20 16:00:00
"474","1","20","17",390.532,2024-01-20 17:00:00
"475","1","20","18",378.481,2024-01-20 18:00:00
"476","1","20","19",426.145,2024-01-20 19:00:00
"477","1","20","20",470.928,2024-01-20 20:00:00
"478","1","20","21",479.042,2024-01-20 21:00:00
"479","1","20","22",457.482,2024-01-20 22:00:00
"480","1","20","23",527.546,2024-01-20 23:00:00
"481","1","21","0",442.21,2024-01-21 00:00:00
"482","1","21","1",392.584,2024-01-21 01:00:00
"483","1","21","2",368.572,2024-01-21 02:00:00
"484","1","21","3",449.966,2024-01-21 03:00:00
"485","1","21","4",513.649,2024-01-21 04:00:00
"486","1","21","5",622.352,2024-01-21 05:00:00
"487","1","21","6",659.806,2024-01-21 06:00:00
"488","1","21","7",761.055,2024-01-21 07:00:00
"489","1","21","8",884.745,2024-01-21 08:00:00
"490","1","21","9",1160.158,2024-01-21 09:00:00
"491","1","21","10",2089.093,2024-01-21 10:00:00
"492","1","21","11",2604.413,2024-01-21 11:00:00
"493","1","21","12",2270.599,2024-01-21 12:00:00
"494","1","21","13",1994.777,2024-01-21 13:00:00
"495","1","21","14",2169,2024-01-21 14:00:00
"496","1","21","15",1235.872,2024-01-21 15:00:00
"497","1","21","16",1024.618,2024-01-21 16:00:00
"498","1","21","17",1062.485,2024-01-21 17:00:00
"499","1","21","18",1183.092,2024-01-21 18:00:00
"500","1","21","19",1174.258,2024-01-21 19:00:00
"501","1","21","20",1103.699,2024-01-21 20:00:00
"502","1","21","21",1072.555,2024-01-21 21:00:00
"503","1","21","22",1075.763,2024-01-21 22:00:00
"504","1","21","23",1214.39,2024-01-21 23:00:00
"505","1","22","0",1315.997,2024-01-22 00:00:00
"506","1","22","1",1323.094,2024-01-22 01:00:00
"507","1","22","2",1442.162,2024-01-22 02:00:00
"508","1","22","3",1505.484,2024-01-22 03:00:00
"509","1","22","4",1557.512,2024-01-22 04:00:00
"510","1","22","5",1572.411,2024-01-22 05:00:00
"511","1","22","6",1599.093,2024-01-22 06:00:00
"512","1","22","7",1605.578,2024-01-22 07:00:00
"513","1","22","8",1578.03,2024-01-22 08:00:00
"514","1","22","9",1564.337,2024-01-22 09:00:00
"515","1","22","10",2701.924,2024-01-22 10:00:00
"516","1","22","11",7990.752,2024-01-22 11:00:00
"517","1","22","12",14760.125,2024-01-22 12:00:00
"518","1","22","13",11204.038,2024-01-22 13:00:00
"519","1","22","14",5357.575,2024-01-22 14:00:00
"520","1","22","15",1621.409,2024-01-22 15:00:00
"521","1","22","16",1280.027,2024-01-22 16:00:00
"522","1","22","17",1338.144,2024-01-22 17:00:00
"523","1","22","18",1323.714,2024-01-22 18:00:00
"524","1","22","19",1334.391,2024-01-22 19:00:00
"525","1","22","20",1340.463,2024-01-22 20:00:00
"526","1","22","21",1361.902,2024-01-22 21:00:00
"527","1","22","22",1391.14,2024-01-22 22:00:00
"528","1","22","23",1384.934,2024-01-22 23:00:00
"529","1","23","0",1314.983,2024-01-23 00:00:00
