"","Report 1","...4","...5","Total_Reading","DateTime"
"106","1","5","9",1862.362,2024-01-05 09:00:00
"107","1","5","10",3023.105,2024-01-05 10:00:00
"108","1","5","11",5291.674,2024-01-05 11:00:00
"109","1","5","12",5959.648,2024-01-05 12:00:00
"110","1","5","13",5004.335,2024-01-05 13:00:00
"111","1","5","14",3095.102,2024-01-05 14:00:00
"112","1","5","15",2059.593,2024-01-05 15:00:00
"113","1","5","16",1874.184,2024-01-05 16:00:00
"114","1","5","17",1752.595,2024-01-05 17:00:00
"115","1","5","18",1557.067,2024-01-05 18:00:00
"116","1","5","19",1390.336,2024-01-05 19:00:00
"117","1","5","20",1320.518,2024-01-05 20:00:00
"118","1","5","21",1272.714,2024-01-05 21:00:00
"119","1","5","22",1202.168,2024-01-05 22:00:00
"120","1","5","23",1195.701,2024-01-05 23:00:00
"121","1","6","0",1080.279,2024-01-06 00:00:00
"122","1","6","1",996.479,2024-01-06 01:00:00
"123","1","6","2",1006.041,2024-01-06 02:00:00
"124","1","6","3",1020.982,2024-01-06 03:00:00
"125","1","6","4",1110.255,2024-01-06 04:00:00
"126","1","6","5",1201.554,2024-01-06 05:00:00
"127","1","6","6",1247.066,2024-01-06 06:00:00
"128","1","6","7",1131.542,2024-01-06 07:00:00
"129","1","6","8",974.902,2024-01-06 08:00:00
"130","1","6","9",1379.699,2024-01-06 09:00:00
"131","1","6","10",6068.703,2024-01-06 10:00:00
"132","1","6","11",13768.925,2024-01-06 11:00:00
"133","1","6","12",19181.344,2024-01-06 12:00:00
"134","1","6","13",17297.563,2024-01-06 13:00:00
"135","1","6","14",8378.589,2024-01-06 14:00:00
"136","1","6","15",1285.79,2024-01-06 15:00:00
"137","1","6","16",665.933,2024-01-06 16:00:00
"138","1","6","17",677.634,2024-01-06 17:00:00
"139","1","6","18",585.438,2024-01-06 18:00:00
"140","1","6","19",514.374,2024-01-06 19:00:00
"141","1","6","20",472.935,2024-01-06 20:00:00
"142","1","6","21",455.922,2024-01-06 21:00:00
"143","1","6","22",450.72,2024-01-06 22:00:00
"144","1","6","23",373.067,2024-01-06 23:00:00
"145","1","7","0",283.995,2024-01-07 00:00:00
"146","1","7","1",232.76,2024-01-07 01:00:00
"147","1","7","2",184.404,2024-01-07 02:00:00
"148","1","7","3",169.589,2024-01-07 03:00:00
"149","1","7","4",169.041,2024-01-07 04:00:00
"150","1","7","5",163.827,2024-01-07 05:00:00
"151","1","7","6",163.741,2024-01-07 06:00:00
"152","1","7","7",160.825,2024-01-07 07:00:00
"153","1","7","8",200.487,2024-01-07 08:00:00
"154","1","7","9",1899.012,2024-01-07 09:00:00
"155","1","7","10",10244.855,2024-01-07 10:00:00
"156","1","7","11",19490.702,2024-01-07 11:00:00
"157","1","7","12",21904.969,2024-01-07 12:00:00
"158","1","7","13",17986.824,2024-01-07 13:00:00
"159","1","7","14",8030.275,2024-01-07 14:00:00
"160","1","7","15",1291.558,2024-01-07 15:00:00
"161","1","7","16",343.511,2024-01-07 16:00:00
"162","1","7","17",429.51,2024-01-07 17:00:00
"163","1","7","18",431.247,2024-01-07 18:00:00
"164","1","7","19",383.081,2024-01-07 19:00:00
"165","1","7","20",346.617,2024-01-07 20:00:00
"166","1","7","21",345.719,2024-01-07 21:00:00
"167","1","7","22",332.164,2024-01-07 22:00:00
"168","1","7","23",374.771,2024-01-07 23:00:00
"169","1","8","0",380.226,2024-01-08 00:00:00
"170","1","8","1",339.884,2024-01-08 01:00:00
"171","1","8","2",277.511,2024-01-08 02:00:00
"172","1","8","3",259.952,2024-01-08 03:00:00
"173","1","8","4",257.838,2024-01-08 04:00:00
"174","1","8","5",269.946,2024-01-08 05:00:00
"175","1","8","6",274.494,2024-01-08 06:00:00
"176","1","8","7",269.099,2024-01-08 07:00:00
"177","1","8","8",265.324,2024-01-08 08:00:00
"178","1","8","9",2521.369,2024-01-08 09:00:00
"179","1","8","10",15094.957,2024-01-08 10:00:00
"180","1","8","11",30675.975,2024-01-08 11:00:00
"181","1","8","12",39377.752,2024-01-08 12:00:00
"182","1","8","13",34972.373,2024-01-08 13:00:00
"183","1","8","14",19350.083,2024-01-08 14:00:00
"184","1","8","15",3543.609,2024-01-08 15:00:00
"185","1","8","16",221.309,2024-01-08 16:00:00
"186","1","8","17",337.855,2024-01-08 17:00:00
"187","1","8","18",251.087,2024-01-08 18:00:00
"188","1","8","19",203.384,2024-01-08 19:00:00
"189","1","8","20",185.782,2024-01-08 20:00:00
"190","1","8","21",159.446,2024-01-08 21:00:00
"191","1","8","22",182.273,2024-01-08 22:00:00
"192","1","8","23",212.634,2024-01-08 23:00:00
"193","1","9","0",254.713,2024-01-09 00:00:00
"194","1","9","1",247.667,2024-01-09 01:00:00
"195","1","9","2",274.674,2024-01-09 02:00:00
"196","1","9","3",251.413,2024-01-09 03:00:00
"197","1","9","4",226.459,2024-01-09 04:00:00
"198","1","9","5",174.377,2024-01-09 05:00:00
"199","1","9","6",192.673,2024-01-09 06:00:00
"200","1","9","7",252.69,2024-01-09 07:00:00
"201","1","9","8",197.162,2024-01-09 08:00:00
"202","1","9","9",579.296,2024-01-09 09:00:00
"203","1","9","10",3342.544,2024-01-09 10:00:00
"204","1","9","11",7130.458,2024-01-09 11:00:00
"205","1","9","12",8265.721,2024-01-09 12:00:00
"206","1","9","13",5940.025,2024-01-09 13:00:00
"207","1","9","14",3107.777,2024-01-09 14:00:00
"208","1","9","15",452.41,2024-01-09 15:00:00
"209","1","9","16",130.48,2024-01-09 16:00:00
"210","1","9","17",224.997,2024-01-09 17:00:00
"211","1","9","18",198.406,2024-01-09 18:00:00
"212","1","9","19",139.894,2024-01-09 19:00:00
"213","1","9","20",121.366,2024-01-09 20:00:00
"214","1","9","21",108.371,2024-01-09 21:00:00
"215","1","9","22",92.933,2024-01-09 22:00:00
"216","1","9","23",75.046,2024-01-09 23:00:00
"217","1","10","0",80.896,2024-01-10 00:00:00
"218","1","10","1",73.096,2024-01-10 01:00:00
"219","1","10","2",61.019,2024-01-10 02:00:00
"220","1","10","3",60.174,2024-01-10 03:00:00
"221","1","10","4",63.81,2024-01-10 04:00:00
"222","1","10","5",84.841,2024-01-10 05:00:00
"223","1","10","6",105.824,2024-01-10 06:00:00
"224","1","10","7",112.794,2024-01-10 07:00:00
"225","1","10","8",112.63,2024-01-10 08:00:00
"226","1","10","9",793.485,2024-01-10 09:00:00
"227","1","10","10",5869.924,2024-01-10 10:00:00
"228","1","10","11",12791.027,2024-01-10 11:00:00
"229","1","10","12",14878.747,2024-01-10 12:00:00
"230","1","10","13",11632.763,2024-01-10 13:00:00
"231","1","10","14",5831.745,2024-01-10 14:00:00
"232","1","10","15",1048.611,2024-01-10 15:00:00
"233","1","10","16",170.336,2024-01-10 16:00:00
"234","1","10","17",318.133,2024-01-10 17:00:00
"235","1","10","18",288.967,2024-01-10 18:00:00
"236","1","10","19",248.488,2024-01-10 19:00:00
"237","1","10","20",240.727,2024-01-10 20:00:00
"238","1","10","21",234.571,2024-01-10 21:00:00
"239","1","10","22",248.7,2024-01-10 22:00:00
"240","1","10","23",244.536,2024-01-10 23:00:00
"241","1","11","0",248.761,2024-01-11 00:00:00
"242","1","11","1",186.342,2024-01-11 01:00:00
"243","1","11","2",174.008,2024-01-11 02:00:00
"244","1","11","3",131.208,2024-01-11 03:00:00
"245","1","11","4",125.485,2024-01-11 04:00:00
"246","1","11","5",126.673,2024-01-11 05:00:00
"247","1","11","6",159.887,2024-01-11 06:00:00
"248","1","11","7",129.688,2024-01-11 07:00:00
"249","1","11","8",132.71,2024-01-11 08:00:00
"250","1","11","9",1926.128,2024-01-11 09:00:00
"251","1","11","10",9298.15,2024-01-11 10:00:00
"252","1","11","11",22472.607,2024-01-11 11:00:00
"253","1","11","12",30648.875,2024-01-11 12:00:00
"254","1","11","13",30654.662,2024-01-11 13:00:00
"255","1","11","14",17283.429,2024-01-11 14:00:00
"256","1","11","15",3288.107,2024-01-11 15:00:00
"257","1","11","16",223.51,2024-01-11 16:00:00
"258","1","11","17",297.843,2024-01-11 17:00:00
"259","1","11","18",271.383,2024-01-11 18:00:00
"260","1","11","19",186.52,2024-01-11 19:00:00
"261","1","11","20",147.039,2024-01-11 20:00:00
"262","1","11","21",119.351,2024-01-11 21:00:00
"263","1","11","22",124.99,2024-01-11 22:00:00
"264","1","11","23",102.155,2024-01-11 23:00:00
"265","1","12","0",115.132,2024-01-12 00:00:00
"266","1","12","1",104.368,2024-01-12 01:00:00
"267","1","12","2",116.739,2024-01-12 02:00:00
"268","1","12","3",115.884,2024-01-12 03:00:00
"269","1","12","4",142.857,2024-01-12 04:00:00
"270","1","12","5",206.626,2024-01-12 05:00:00
"271","1","12","6",203.169,2024-01-12 06:00:00
"272","1","12","7",184.872,2024-01-12 07:00:00
"273","1","12","8",205.222,2024-01-12 08:00:00
"274","1","12","9",877.632,2024-01-12 09:00:00
"275","1","12","10",10040.604,2024-01-12 10:00:00
"276","1","12","11",25690.199,2024-01-12 11:00:00
"277","1","12","12",35581.211,2024-01-12 12:00:00
"278","1","12","13",33084.852,2024-01-12 13:00:00
"279","1","12","14",17872.315,2024-01-12 14:00:00
"280","1","12","15",3605.765,2024-01-12 15:00:00
"281","1","12","16",373.455,2024-01-12 16:00:00
"282","1","12","17",504.411,2024-01-12 17:00:00
"283","1","12","18",659.829,2024-01-12 18:00:00
"284","1","12","19",743.102,2024-01-12 19:00:00
"285","1","12","20",1073.614,2024-01-12 20:00:00
"286","1","12","21",1498.838,2024-01-12 21:00:00
"287","1","12","22",1648.898,2024-01-12 22:00:00
"288","1","12","23",1834.504,2024-01-12 23:00:00
"289","1","13","0",1989.686,2024-01-13 00:00:00
"290","1","13","1",2048.39,2024-01-13 01:00:00
"291","1","13","2",2194.318,2024-01-13 02:00:00
"292","1","13","3",2211.887,2024-01-13 03:00:00
"293","1","13","4",2230.055,2024-01-13 04:00:00
"294","1","13","5",2446.328,2024-01-13 05:00:00
"295","1","13","6",2448.91,2024-01-13 06:00:00
"296","1","13","7",2721.68,2024-01-13 07:00:00
"297","1","13","8",2850.629,2024-01-13 08:00:00
"298","1","13","9",3371.485,2024-01-13 09:00:00
"299","1","13","10",7173.625,2024-01-13 10:00:00
"300","1","13","11",20192.526,2024-01-13 11:00:00
"301","1","13","12",34038.61,2024-01-13 12:00:00
"302","1","13","13",29419.999,2024-01-13 13:00:00
"303","1","13","14",17627.968,2024-01-13 14:00:00
"304","1","13","15",5825.642,2024-01-13 15:00:00
"305","1","13","16",3364.205,2024-01-13 16:00:00
"306","1","13","17",3159.859,2024-01-13 17:00:00
"307","1","13","18",2921.282,2024-01-13 18:00:00
"308","1","13","19",2750.978,2024-01-13 19:00:00
"309","1","13","20",2573.36,2024-01-13 20:00:00
"310","1","13","21",2426.495,2024-01-13 21:00:00
"311","1","13","22",2277.705,2024-01-13 22:00:00
"312","1","13","23",1991.931,2024-01-13 23:00:00
"313","1","14","0",1753.173,2024-01-14 00:00:00
"314","1","14","1",1698.368,2024-01-14 01:00:00
"315","1","14","2",1573.239,2024-01-14 02:00:00
"316","1","14","3",1538.464,2024-01-14 03:00:00
"317","1","14","4",1589.203,2024-01-14 04:00:00
"318","1","14","5",1552.866,2024-01-14 05:00:00
"319","1","14","6",1601.452,2024-01-14 06:00:00
"320","1","14","7",1711.759,2024-01-14 07:00:00
"321","1","14","8",1810.716,2024-01-14 08:00:00
"322","1","14","9",3748.523,2024-01-14 09:00:00
"323","1","14","10",11754.608,2024-01-14 10:00:00
"324","1","14","11",21051.609,2024-01-14 11:00:00
"325","1","14","12",24544.656,2024-01-14 12:00:00
"326","1","14","13",26386.499,2024-01-14 13:00:00
"327","1","14","14",13235.869,2024-01-14 14:00:00
"328","1","14","15",4158.19,2024-01-14 15:00:00
"329","1","14","16",2165.243,2024-01-14 16:00:00
"330","1","14","17",2216.114,2024-01-14 17:00:00
"331","1","14","18",2133.515,2024-01-14 18:00:00
"332","1","14","19",1825.135,2024-01-14 19:00:00
"333","1","14","20",1552.513,2024-01-14 20:00:00
"334","1","14","21",1463.87,2024-01-14 21:00:00
"335","1","14","22",1498.707,2024-01-14 22:00:00
"336","1","14","23",1888.577,2024-01-14 23:00:00
"337","1","15","0",2192.575,2024-01-15 00:00:00
"338","1","15","1",2764.083,2024-01-15 01:00:00
"339","1","15","2",3152.823,2024-01-15 02:00:00
"340","1","15","3",3102.614,2024-01-15 03:00:00
"341","1","15","4",2999.593,2024-01-15 04:00:00
"342","1","15","5",2603.031,2024-01-15 05:00:00
"343","1","15","6",2166.651,2024-01-15 06:00:00
"344","1","15","7",1963.807,2024-01-15 07:00:00
"345","1","15","8",1641.507,2024-01-15 08:00:00
"346","1","15","9",2134.69,2024-01-15 09:00:00
"347","1","15","10",9194.525,2024-01-15 10:00:00
"348","1","15","11",21628.175,2024-01-15 11:00:00
"349","1","15","12",30410.356,2024-01-15 12:00:00
"350","1","15","13",21255.527,2024-01-15 13:00:00
"351","1","15","14",8250.205,2024-01-15 14:00:00
"352","1","15","15",1360.707,2024-01-15 15:00:00
"353","1","15","16",202.881,2024-01-15 16:00:00
"354","1","15","17",278.782,2024-01-15 17:00:00
"355","1","15","18",213.223,2024-01-15 18:00:00
"356","1","15","19",159.132,2024-01-15 19:00:00
"357","1","15","20",135.631,2024-01-15 20:00:00
"358","1","15","21",129.004,2024-01-15 21:00:00
"359","1","15","22",132.164,2024-01-15 22:00:00
"360","1","15","23",153.554,2024-01-15 23:00:00
"361","1","16","0",207.313,2024-01-16 00:00:00
"362","1","16","1",245.551,2024-01-16 01:00:00
"363","1","16","2",263.913,2024-01-16 02:00:00
"364","1","16","3",269.516,2024-01-16 03:00:00
"365","1","16","4",289.368,2024-01-16 04:00:00
"366","1","16","5",293.856,2024-01-16 05:00:00
"367","1","16","6",278.476,2024-01-16 06:00:00
"368","1","16","7",284.459,2024-01-16 07:00:00
"369","1","16","8",276.233,2024-01-16 08:00:00
"370","1","16","9",1062.08,2024-01-16 09:00:00
"371","1","16","10",5552.741,2024-01-16 10:00:00
"372","1","16","11",13259.577,2024-01-16 11:00:00
"373","1","16","12",15265.505,2024-01-16 12:00:00
"374","1","16","13",12867.403,2024-01-16 13:00:00
"375","1","16","14",5703.197,2024-01-16 14:00:00
"376","1","16","15",1718.547,2024-01-16 15:00:00
"377","1","16","16",1410.195,2024-01-16 16:00:00
"378","1","16","17",1486.761,2024-01-16 17:00:00
"379","1","16","18",1430.364,2024-01-16 18:00:00
"380","1","16","19",1417.595,2024-01-16 19:00:00
"381","1","16","20",1289.616,2024-01-16 20:00:00
"382","1","16","21",1250.114,2024-01-16 21:00:00
"383","1","16","22",1351.84,2024-01-16 22:00:00
"384","1","16","23",1517.828,2024-01-16 23:00:00
"385","1","17","0",1825.176,2024-01-17 00:00:00
"386","1","17","1",2523.987,2024-01-17 01:00:00
"387","1","17","2",3163.87,2024-01-17 02:00:00
"388","1","17","3",3565.679,2024-01-17 03:00:00
"389","1","17","4",3502.17,2024-01-17 04:00:00
"390","1","17","5",3310.874,2024-01-17 05:00:00
"391","1","17","6",2848.59,2024-01-17 06:00:00
"392","1","17","7",2642.546,2024-01-17 07:00:00
"393","1","17","8",2216.334,2024-01-17 08:00:00
"394","1","17","9",2472.494,2024-01-17 09:00:00
"395","1","17","10",8183.378,2024-01-17 10:00:00
"396","1","17","11",17048.359,2024-01-17 11:00:00
"397","1","17","12",23507.191,2024-01-17 12:00:00
"398","1","17","13",27494.278,2024-01-17 13:00:00
"399","1","17","14",18224.215,2024-01-17 14:00:00
"400","1","17","15",4952.967,2024-01-17 15:00:00
"401","1","17","16",866.061,2024-01-17 16:00:00
"402","1","17","17",822.504,2024-01-17 17:00:00
"403","1","17","18",712.845,2024-01-17 18:00:00
"404","1","17","19",632.204,2024-01-17 19:00:00
"405","1","17","20",517.994,2024-01-17 20:00:00
"406","1","17","21",379.02,2024-01-17 21:00:00
"407","1","17","22",440.573,2024-01-17 22:00:00
"408","1","17","23",432.68,2024-01-17 23:00:00
"409","1","18","0",399.131,2024-01-18 00:00:00
"410","1","18","1",386.411,2024-01-18 01:00:00
"411","1","18","2",356.175,2024-01-18 02:00:00
"412","1","18","3",275.044,2024-01-18 03:00:00
"413","1","18","4",325.787,2024-01-18 04:00:00
"414","1","18","5",458.516,2024-01-18 05:00:00
"415","1","18","6",444.513,2024-01-18 06:00:00
"416","1","18","7",453.329,2024-01-18 07:00:00
"417","1","18","8",507.831,2024-01-18 08:00:00
"418","1","18","9",3762.299,2024-01-18 09:00:00
"419","1","18","10",18260.52,2024-01-18 10:00:00
"420","1","18","11",38893.068,2024-01-18 11:00:00
"421","1","18","12",51502.744,2024-01-18 12:00:00
"422","1","18","13",49818.611,2024-01-18 13:00:00
"423","1","18","14",28594.763,2024-01-18 14:00:00
"424","1","18","15",7306.073,2024-01-18 15:00:00
"425","1","18","16",1522.302,2024-01-18 16:00:00
"426","1","18","17",1717.284,2024-01-18 17:00:00
"427","1","18","18",1532.514,2024-01-18 18:00:00
"428","1","18","19",1238.419,2024-01-18 19:00:00
"429","1","18","20",1256.247,2024-01-18 20:00:00
"430","1","18","21",1111.374,2024-01-18 21:00:00
"431","1","18","22",1341.188,2024-01-18 22:00:00
"432","1","18","23",1263.055,2024-01-18 23:00:00
"433","1","19","0",1349.896,2024-01-19 00:00:00
"434","1","19","1",1498.289,2024-01-19 01:00:00
"435","1","19","2",1386.685,2024-01-19 02:00:00
"436","1","19","3",1548.001,2024-01-19 03:00:00
"437","1","19","4",1795.315,2024-01-19 04:00:00
"438","1","19","5",1739.332,2024-01-19 05:00:00
"439","1","19","6",1785.173,2024-01-19 06:00:00
"440","1","19","7",1401.124,2024-01-19 07:00:00
"441","1","19","8",1405.214,2024-01-19 08:00:00
"442","1","19","9",3121.03,2024-01-19 09:00:00
"443","1","19","10",10194.504,2024-01-19 10:00:00
"444","1","19","11",20529.67,2024-01-19 11:00:00
"445","1","19","12",19065.826,2024-01-19 12:00:00
"446","1","19","13",10213.035,2024-01-19 13:00:00
"447","1","19","14",5040.829,2024-01-19 14:00:00
"448","1","19","15",1639.528,2024-01-19 15:00:00
"449","1","19","16",978.708,2024-01-19 16:00:00
"450","1","19","17",952.721,2024-01-19 17:00:00
"451","1","19","18",1132.264,2024-01-19 18:00:00
"452","1","19","19",1569.614,2024-01-19 19:00:00
"453","1","19","20",1900.372,2024-01-19 20:00:00
"454","1","19","21",2427.201,2024-01-19 21:00:00
"455","1","19","22",2792.105,2024-01-19 22:00:00
"456","1","19","23",3110.183,2024-01-19 23:00:00
"457","1","20","0",3350.545,2024-01-20 00:00:00
"458","1","20","1",3393.371,2024-01-20 01:00:00
"459","1","20","2",3361.145,2024-01-20 02:00:00
"460","1","20","3",3458.329,2024-01-20 03:00:00
"461","1","20","4",3287.3,2024-01-20 04:00:00
"462","1","20","5",2846.546,2024-01-20 05:00:00
"463","1","20","6",2087.714,2024-01-20 06:00:00
"464","1","20","7",1454.082,2024-01-20 07:00:00
"465","1","20","8",1206.955,2024-01-20 08:00:00
"466","1","20","9",1261.912,2024-01-20 09:00:00
"467","1","20","10",2083.859,2024-01-20 10:00:00
"468","1","20","11",4954.444,2024-01-20 11:00:00
"469","1","20","12",8970.742,2024-01-20 12:00:00
"470","1","20","13",7300.033,2024-01-20 13:00:00
"471","1","20","14",4271.896,2024-01-20 14:00:00
"472","1","20","15",1408.03,2024-01-20 15:00:00
"473","1","20","16",941.344,2024-01-20 16:00:00
"474","1","20","17",1163.366,2024-01-20 17:00:00
"475","1","20","18",1399.562,2024-01-20 18:00:00
"476","1","20","19",1569.141,2024-01-20 19:00:00
"477","1","20","20",1725.178,2024-01-20 20:00:00
"478","1","20","21",1789.249,2024-01-20 21:00:00
"479","1","20","22",2032.023,2024-01-20 22:00:00
"480","1","20","23",2263.561,2024-01-20 23:00:00
"481","1","21","0",2368.797,2024-01-21 00:00:00
"482","1","21","1",2309.01,2024-01-21 01:00:00
"483","1","21","2",2228.76,2024-01-21 02:00:00
"484","1","21","3",2317.254,2024-01-21 03:00:00
"485","1","21","4",2445.404,2024-01-21 04:00:00
"486","1","21","5",2557.937,2024-01-21 05:00:00
"487","1","21","6",2655.32,2024-01-21 06:00:00
"488","1","21","7",2712.38,2024-01-21 07:00:00
"489","1","21","8",2872.728,2024-01-21 08:00:00
"490","1","21","9",3164.493,2024-01-21 09:00:00
"491","1","21","10",3771.38,2024-01-21 10:00:00
"492","1","21","11",4444.263,2024-01-21 11:00:00
"493","1","21","12",6004.081,2024-01-21 12:00:00
"494","1","21","13",4530.237,2024-01-21 13:00:00
"495","1","21","14",3486.135,2024-01-21 14:00:00
"496","1","21","15",2952.749,2024-01-21 15:00:00
"497","1","21","16",2648.276,2024-01-21 16:00:00
"498","1","21","17",2587.541,2024-01-21 17:00:00
"499","1","21","18",2776.266,2024-01-21 18:00:00
"500","1","21","19",3054.321,2024-01-21 19:00:00
"501","1","21","20",3323.949,2024-01-21 20:00:00
"502","1","21","21",3522.441,2024-01-21 21:00:00
"503","1","21","22",3692.078,2024-01-21 22:00:00
"504","1","21","23",3920.701,2024-01-21 23:00:00
"505","1","22","0",4132.481,2024-01-22 00:00:00
"506","1","22","1",4155.359,2024-01-22 01:00:00
"507","1","22","2",4134.668,2024-01-22 02:00:00
"508","1","22","3",4123.941,2024-01-22 03:00:00
"509","1","22","4",4166.184,2024-01-22 04:00:00
"510","1","22","5",4173.291,2024-01-22 05:00:00
"511","1","22","6",4078.634,2024-01-22 06:00:00
"512","1","22","7",3989.821,2024-01-22 07:00:00
"513","1","22","8",4012.782,2024-01-22 08:00:00
"514","1","22","9",5440.871,2024-01-22 09:00:00
"515","1","22","10",19272.578,2024-01-22 10:00:00
"516","1","22","11",36714.508,2024-01-22 11:00:00
"517","1","22","12",45250.363,2024-01-22 12:00:00
"518","1","22","13",33282.992,2024-01-22 13:00:00
"519","1","22","14",16752.071,2024-01-22 14:00:00
"520","1","22","15",6479.584,2024-01-22 15:00:00
"521","1","22","16",3810.688,2024-01-22 16:00:00
"522","1","22","17",3709.388,2024-01-22 17:00:00
